10	1000	5	9
50	1000	5	45
250	1000	5	254
1250	1000	5	917
6250	1000	5	982
10	1000	5	9
50	1000	5	44
250	1000	5	242
1250	1000	5	813
6250	1000	5	1005

1000	10	5	9
1000	50	5	44
1000	250	5	232
1000	1250	5	973
1000	6250	5	1005

1000	1000	2	798
1000	1000	4	765
1000	1000	8	824
1000	1000	16	776
1000	1000	32	877
1000	1000	64	906
1000	1000	128	798
1000	1000	256	866
1000	1000	512	1003

1000	1000	5	794
1000	1000	5	777
1000	1000	5	834
1000	1000	5	738
1000	1000	5	825
1000	1000	5	860
